species	decimalLongitude	decimalLatitude
Choloepus hoffmanni	-84.615595	10.482561
Puma concolor	-85.348022	10.324298
Urocyon cinereoargenteus	-85.618131	10.83797
Dasyprocta punctata	-84.822762	10.318647
Ateles geoffroyi	-84.742589	10.835281
Ateles geoffroyi	-83.312307	8.295909
Bradypus variegatus	-85.057058	10.72859
Dasyprocta punctata	-83.393925	10.359491
Alouatta palliata	-84.485838	10.078297
Saimiri oerstedii	-83.416936	8.536904
Alouatta palliata	-85.675384	9.96246
Cebus imitator	-84.994582	10.70195
Saimiri oerstedii	-84.061824	9.200615
Dasyprocta punctata	-82.771568	9.654249
Thyroptera tricolor	-83.570964	8.540835
Dasypus novemcinctus	-83.994044	9.936297
Pecari tajacu	-83.753428	9.748917
Nasua narica	-84.805505	10.307933
Nasua narica	-83.589324	8.474896
Artibeus jamaicensis	-84.122102	10.416457
Alouatta palliata	-85.667117	9.98599
Odocoileus virginianus	-85.666292	10.779353
Saccopteryx bilineata	-84.005464	10.431205
Cebus imitator	-84.828423	10.331649
Alouatta palliata	-84.004462	10.457355
Alouatta palliata	-84.003675	10.435035
Pecari tajacu	-83.589478	8.463272
Tapirella bairdii	-85.691466	10.849082
Nasua narica	-84.79569	10.30264
Dasyprocta punctata	-84.161908	9.431868
Nasua narica	-85.535778	10.766454
Didelphis marsupialis	-84.159811	9.4311
Tylomys watsoni	-84.808933	10.31908
Sciurus variegatoides	-83.859231	9.252431
Odocoileus virginianus	-84.116403	9.429529
Dasyprocta punctata	-83.502685	10.537656
Cebus imitator	-84.123323	9.380012
Alouatta palliata	-84.709002	10.437093
Nasua narica	-84.796194	10.302231
Cebus imitator	-82.838992	9.736527
Nasua narica	-84.141276	9.384035
Cebus imitator	-84.180235	9.389632
Puma concolor	-84.802146	10.325961
Cebus imitator	-84.22366	9.476878
Cebus imitator	-84.0202	10.330535
Alouatta palliata	-83.517236	10.561371
Dasyprocta punctata	-84.145714	9.384475
Choloepus hoffmanni	-83.910278	10.258889
Cebus imitator	-83.510552	10.529868
Cebus imitator	-84.708125	10.438799
Dasyprocta punctata	-82.959606	8.785085
Ateles geoffroyi	-84.788937	10.362877
Bradypus variegatus	-83.55782	8.814782
Ateles geoffroyi	-83.508259	10.573108
Saimiri oerstedii	-84.14404	9.388427
Saimiri oerstedii	-83.473256	8.557907
Alouatta palliata	-83.514938	10.543854
Dasyprocta punctata	-84.931655	9.784987
Choloepus hoffmanni	-84.004753	10.431177
Alouatta palliata	-83.337488	8.482506
Bradypus variegatus	-84.142075	9.382717
Dasyprocta punctata	-84.650663	10.470165
Artibeus jamaicensis	-85.334297	10.383413
Pecari tajacu	-83.698625	9.118827
Nasua narica	-84.710182	10.43798
Sciurus variegatoides	-85.840462	10.299403
Ateles geoffroyi	-83.515398	8.575257
Mazama temama	-84.806098	10.300677
Procyon lotor	-84.235472	9.481903
Sciurus granatensis	-84.230556000000007	10.197777
Tamandua mexicana	-83.063146	9.824022
Sciurus variegatoides	-84.274381	10.012956
Alouatta palliata	-85.83407	10.231587
Cebus imitator	-83.966117	9.323697
Nasua narica	-84.75357	10.488288
Cebus imitator	-84.143994	9.388038
Saimiri oerstedii	-83.021815	8.445066
Pecari tajacu	-84.006958	10.430754
Choloepus hoffmanni	-82.817711	9.653703
Cebus imitator	-84.163397	9.407723
Nasua narica	-84.798768	10.341755
Alouatta palliata	-84.626123	9.776859
Alouatta palliata	-83.532744	10.476553
Micoureus alstoni	-83.563916	9.831978
Tayassu pecari	-85.420085	10.839924
Bradypus variegatus	-85.240105	10.862768
Choloepus hoffmanni	-84.828133	10.329431
Bradypus variegatus	-84.155385	9.409262
Sciurus variegatoides	-85.657687	9.961747
Dasyprocta punctata	-84.146555	9.391375
Bradypus variegatus	-84.160777	9.408515
Sciurus variegatoides	-85.687292	10.532615
Nasua narica	-83.65961	9.082141
Procyon lotor	-85.779862	10.279453
Dasyprocta punctata	-83.336478	8.404971
Alouatta palliata	-84.122367	10.415963
Bradypus variegatus	-83.506923	10.448877
Rhynchonycteris naso	-84.067	10.45
Choloepus hoffmanni	-83.652238	9.884487
Cebus imitator	-84.611429	9.808264
Bradypus variegatus	-84.924456	10.713878
Sciurus variegatoides	-84.326566	9.810734
Bradypus variegatus	-84.127119	10.417555
Didelphis marsupialis	-84.10695	10.40068
Rhynchonycteris naso	-84.733291	10.985427
Alouatta palliata	-83.99987	9.62496
Eira barbara	-83.512262	8.45418
Nasua narica	-84.80688	10.33242
Dasyprocta punctata	-83.759956	9.839078
Rhynchonycteris naso	-84.000794	10.466378
Bradypus variegatus	-84.145115	9.381639
Nasua narica	-84.807342	10.306553
Dasyprocta punctata	-84.605934	9.77409
Alouatta palliata	-83.5914	8.47152
Dasyprocta punctata	-83.564095	9.832067
Cebus imitator	-84.784007	10.889729
Cebus imitator	-84.564179	9.78161
Alouatta palliata	-82.644235	9.619683
Sphiggurus mexicanus	-83.878376	8.707017
Odocoileus virginianus	-85.705112	10.837916
Saimiri oerstedii	-83.234432	8.522923
Nasua narica	-84.795977	10.302253
Alouatta palliata	-83.280681	8.394803
Alouatta palliata	-84.610668	9.761176
Ateles geoffroyi	-83.311744	8.498924
Bradypus variegatus	-83.284298	8.406305
Odocoileus virginianus	-83.620708	9.389548
Bradypus variegatus	-84.650338	10.470747
Cebus imitator	-84.145744	9.381183
Sciurus variegatoides	-84.755938	10.457217
Rhynchonycteris naso	-83.649666	8.662435
Cebus imitator	-84.137262	9.380866
Choloepus hoffmanni	-84.003762	10.431398
Bradypus variegatus	-84.651779	10.470853
Cebus imitator	-84.145472	9.381438
Dasyprocta punctata	-82.70015	9.637487
Odocoileus virginianus	-85.0634	9.8637
Saccopteryx bilineata	-83.84143	9.223508
Canis latrans	-84.077477	10.06801
Dasyprocta punctata	-84.153839	9.398012
Cebus imitator	-83.507419	10.541598
Cebus imitator	-85.406306	10.353538
Choloepus hoffmanni	-84.159561	9.39686
Bradypus variegatus	-84.142175	9.384128
Sciurus variegatoides	-83.563676	9.834472
Ateles geoffroyi	-83.31462	8.277076
Didelphis marsupialis	-84.620428	9.978594
Bradypus variegatus	-82.7099	9.635655
Sciurus variegatoides	-84.620711	9.72225
Artibeus jamaicensis	-84.562848	10.148625
Ateles geoffroyi	-84.133762	10.481307
Saimiri oerstedii	-84.318524	9.433672
Ectophylla alba	-84.019584	10.432501
Dasyprocta punctata	-83.570964	8.540836
Procyon lotor	-84.663479	9.689916
Tamandua mexicana	-85.443671	10.62674
Sciurus variegatoides	-85.842116	10.29986
Cebus imitator	-83.678366	8.69301
Didelphis marsupialis	-84.940756	9.905691
Nasua narica	-84.79788	10.283456
Ateles geoffroyi	-83.282997	8.466846
Galictis vittata	-85.269713	10.416833
Dasyprocta punctata	-84.806539	10.299189
Nasua narica	-84.136988	9.392308
Nasua narica	-84.362781	9.868162
Alouatta palliata	-85.828743	10.318802
Cebus imitator	-83.027824	8.559634
Cebus imitator	-85.227917	9.95853
Odocoileus virginianus	-84.144291	9.388319
Ateles geoffroyi	-83.222734	8.351378
Nasua narica	-84.675177	10.450086
Tayassu pecari	-83.413702	8.530552
Bradypus variegatus	-84.006315	10.430679
Alouatta palliata	-83.753428	9.748917
Alouatta palliata	-83.724694	9.163985
Pecari tajacu	-83.944734	10.149113
Diclidurus albus	-84.594297	9.809921
Nasua narica	-84.993733	10.261336
Cebus imitator	-84.083018	9.877051
Bradypus variegatus	-84.142411	9.382203
Cebus imitator	-84.669577	9.990972
Tursiops truncatus	-83.283656	8.612472
Bradypus variegatus	-84.147033	9.38525
Procyon lotor	-82.833964	9.734602
Alouatta palliata	-85.524823	10.597161
Ateles geoffroyi	-84.07868	10.548921
Cebus imitator	-84.140159	9.38688
Potos flavus	-84.605799	9.780708
Saccopteryx bilineata	-85.223282	9.959587
Bradypus variegatus	-85.046941	10.726964
Choloepus hoffmanni	-84.003647	10.431092
Bradypus variegatus	-84.093995	9.974732
Nasua narica	-83.294402	8.383135
Procyon lotor	-83.753428	9.748917
Nasua narica	-84.31718	10.204782
Nasua narica	-83.283899	8.387106
Nasua narica	-84.796342	10.302303
Bradypus variegatus	-83.58626	8.4743
Sciurus variegatoides	-84.518859	9.907342
Saimiri oerstedii	-83.507669	8.656538
Odocoileus virginianus	-84.14346	9.386915
Ateles geoffroyi	-84.080508	10.462516
Stenella attenuata	-85.482673	9.854062
Pecari tajacu	-84.007954	10.427658
Sphiggurus mexicanus	-84.478753	10.507286
Sciurus granatensis	-83.682499000000007	9.776138
Procyon lotor	-82.814223	9.748826
Dasyprocta punctata	-84.158607	9.407682
Tamandua mexicana	-83.978708	10.395997
Sciurus variegatoides	-85.161917	9.95147
Dasyprocta punctata	-82.757863	9.651936
Nasua narica	-84.822844	10.310724
Cebus imitator	-84.144425	9.387847
Bradypus variegatus	-83.689505	8.693463
Bradypus variegatus	-83.691568	8.693234
Nasua narica	-84.067998	10.450336
Cebus imitator	-85.705112	10.837931
Ateles geoffroyi	-83.284609	8.532514
Choloepus hoffmanni	-83.491883	10.115183
Caluromys derbianus	-84.005614	10.431245
Rhynchonycteris naso	-85.403447	10.378665
Alouatta palliata	-85.634452	10.341168
Alouatta palliata	-85.648625	9.979733
Didelphis marsupialis	-83.297212	8.536603
Nasua narica	-83.810974	9.224141
Alouatta palliata	-84.005022	10.431343
Sciurus variegatoides	-85.4535	10.142742
Ateles geoffroyi	-83.371615	8.437172
Alouatta palliata	-84.618167	9.722063
Nasua narica	-84.692337	10.395009
Bradypus variegatus	-84.138187	9.397666
Nasua narica	-84.166787	10.221883
Sciurus variegatoides	-84.811603	10.307276
Alouatta palliata	-84.341912	10.583708
Sylvilagus gabbi	-84.005976	10.429443
Sciurus granatensis	-82.733422	9.64843
Nasua narica	-83.692184	8.688973
Tapirella bairdii	-83.752623	8.756676
Choloepus hoffmanni	-84.985773	10.704671
Alouatta palliata	-82.679332	9.625124
Rhynchonycteris naso	-83.753428	9.748917
Sciurus variegatoides	-85.661133	9.937086
Tamandua mexicana	-82.831812	9.7228
Tayassu pecari	-83.316742	8.565771
Puma concolor	-83.148603	8.64369
Capra hircus	-83.45425	8.645859
Alouatta palliata	-85.65393	10.646503
Alouatta palliata	-84.024791	10.486283
Cebus imitator	-85.692279	10.970163
Bradypus variegatus	-84.143115	9.385697
Rhynchonycteris naso	-84.14178	9.382855
Bradypus variegatus	-82.819569	9.722904
Cebus imitator	-83.176775	8.630931
Cebus imitator	-83.513397	10.527608
Pecari tajacu	-84.015734	10.433254
Sciurus granatensis	-83.336548	8.403894
Urocyon cinereoargenteus	-85.808656	10.166621
Dasyprocta punctata	-84.815688	10.313488
Alouatta palliata	-84.744808	10.49685
Sciurus variegatoides	-84.078907	9.980508
Alouatta palliata	-83.508452	10.533335
Choloepus hoffmanni	-83.591475	8.471828
Choloepus hoffmanni	-84.82551	10.274968
Cuniculus paca	-83.720246	9.135572
Dasyprocta punctata	-84.144795	9.383929
Cebus imitator	-83.873406	9.294812
Nasua narica	-83.735174	8.614132
Megaptera novaeangliae	-83.829712	8.915464
Cebus imitator	-83.707886	8.68654
Cebus imitator	-84.50013	10.469488
Tapirella bairdii	-83.413832	8.558372
Ateles geoffroyi	-83.476855	8.589667
Tapirella bairdii	-83.584824	8.544528
Sphiggurus mexicanus	-82.723096	9.64191
Tapirella bairdii	-83.653727	8.784057
NA	-83.097	8.592
Choloepus hoffmanni	-84.140813	9.384237
Cebus imitator	-85.36008	10.781328
Alouatta palliata	-83.531787	8.826412
Sciurus variegatoides	-85.664158	10.636826
Sciurus variegatoides	-83.77342	9.295182
Microsciurus alfari	-83.363342	8.751126
Tamandua mexicana	-83.502687	10.537295
Saimiri oerstedii	-83.632083	8.545999
Saimiri oerstedii	-84.198647	9.344769
Potos flavus	-84.158926	9.408119
Sciurus variegatoides	-85.846358	10.245963
Alouatta palliata	-84.139472	9.383508
Sciurus variegatoides	-84.040217	10.473295
Nasua narica	-84.144181	9.382153
Sphiggurus mexicanus	-83.883845	9.270074
Ateles geoffroyi	-83.492373	8.503627
Ateles geoffroyi	-83.582831	8.597185
Choloepus hoffmanni	-82.688844	9.637409
Vampyressa thyone	-84.238083	10.026208
Choloepus hoffmanni	-84.167885	9.40037
Sciurus variegatoides	-83.563891	9.832104
Sciurus variegatoides	-84.812837	10.309401
Bradypus variegatus	-83.588134	8.472004
Pecari tajacu	-84.069834	10.404932
Nasua narica	-84.068102	10.450313
Nasua narica	-84.611918	9.75726
Microsciurus alfari	-84.108947	10.135782
Procyon lotor	-84.145909	9.381822
Saimiri oerstedii	-83.281108	8.4240100000000009
Nasua narica	-85.804337	10.401762
Cebus imitator	-84.12335	9.3784
Sciurus variegatoides	-84.733692	10.464968
Cebus imitator	-82.820235	9.732231
Nasua narica	-84.818842	10.309416
Cebus imitator	-84.146337	9.389939
Cebus imitator	-85.311097	10.770084
Sphiggurus mexicanus	-84.470138	10.030021
Cebus imitator	-82.834288	9.73478
Alouatta palliata	-84.004858	10.431306
Cebus imitator	-84.300622	10.453812
Sciurus variegatoides	-84.626905	9.761742
Bradypus variegatus	-84.511742	10.62389
Nasua narica	-84.664177	10.351413
Didelphis marsupialis	-84.946075	10.723841
Ateles geoffroyi	-83.284314	8.418406
Dasypus novemcinctus	-84.122505	10.425604
Nasua narica	-84.163718	10.20769
Dasyprocta punctata	-84.317414	10.204846999999999
Alouatta palliata	-85.335761	10.34659
Dasyprocta punctata	-83.564074	9.832151
Cebus imitator	-85.039336	9.758454
Cebus imitator	-84.136988	9.392308
Sciurus variegatoides	-85.842139	10.299887
Sciurus variegatoides	-85.068853	9.653364
Cebus imitator	-82.845215	9.734786
Dasyprocta punctata	-84.61724	10.482064
Alouatta palliata	-83.362852	8.750962
Bradypus variegatus	-85.058415	10.731291
Nasua narica	-83.592505	8.489131
Alouatta palliata	-85.698766	10.543159
Dasypus novemcinctus	-84.513053	10.35837
Bradypus variegatus	-83.512199	10.543404
Cebus imitator	-83.513008	10.543182
Cebus imitator	-85.654824	10.647301
Alouatta palliata	-85.664885	10.589826
Eira barbara	-84.795539	10.304471
Ateles geoffroyi	-84.667398	10.815825
Saimiri oerstedii	-84.139649	9.243706
Dasyprocta punctata	-84.141261	9.384038
Cebus imitator	-84.822883	10.292895
Tamandua mexicana	-85.337945	10.34517
Odocoileus virginianus	-84.136988	9.392308
Ectophylla alba	-84.139525	10.59578
Choloepus hoffmanni	-82.701743	9.606458
Tamandua mexicana	-84.927424	10.711927
Stenella longirostris	-84.952214	9.155516
Rhynchonycteris naso	-84.004739	10.43012
Cebus imitator	-83.753428	9.748917
Sciurus variegatoides	-84.21417	10.015937
Procyon lotor	-84.108118	9.425088
Odocoileus virginianus	-84.1448	9.3881
Nasua narica	-84.20087	10.268056
Stenella attenuata	-85.492005	9.858092
Dasypus novemcinctus	-82.6448	9.636737
Pecari tajacu	-84.011271	10.430282
Alouatta palliata	-84.719992	11.023689
Dasyprocta punctata	-84.160304	9.407141
Nasua narica	-84.175522	9.562028
Sciurus variegatoides	-84.611367	9.808517
Nasua narica	-84.728889	10.437777
Choloepus hoffmanni	-83.283905	8.407837
Cebus imitator	-83.279983	8.396738
Alouatta palliata	-82.838739	9.735879
Saimiri oerstedii	-83.22433	9.050973
Nasua narica	-84.123138	9.380256
Sciurus variegatoides	-85.730968	11.038019
Cebus imitator	-83.354275	8.417061
Alouatta palliata	-84.125206	10.419405
Sciurus variegatoides	-84.31196	10.073122
Tapirella bairdii	-85.18802	10.705321
Cebus imitator	-84.137077	9.3925
Ateles geoffroyi	-85.619597	10.810719
Nasua narica	-83.709691	8.6625
Bradypus variegatus	-84.136988	9.392318
Canis latrans	-85.338836	10.343514
Alouatta palliata	-84.155385	9.409262
Saimiri oerstedii	-83.450999	8.419497
Pecari tajacu	-84.023437	10.443384
Bradypus variegatus	-84.611588	10.38238
Ateles geoffroyi	-85.211094	10.640572
Ateles geoffroyi	-83.255913	10.260909
Alouatta palliata	-85.400703	9.857153
Sylvilagus gabbi	-84.794015	10.367109
Bradypus variegatus	-84.142228	9.38422
Alouatta palliata	-85.131916	9.576973
Sciurus variegatoides	-85.076315	9.704257
Saimiri oerstedii	-84.079877	9.278816
Alouatta palliata	-84.737687	11.041664
Sciurus variegatoides	-84.107227	10.401686
Ateles geoffroyi	-84.605597	10.925849
Caluromys derbianus	-83.485459	8.448373
Cebus imitator	-83.464355	8.560866
Rhynchonycteris naso	-83.502355	10.542484
Sciurus variegatoides	-84.136988	9.392308
Cyclopes dorsalis	-84.005338	10.431409
Sciurus variegatoides	-84.079814	9.982028
Cebus imitator	-84.145642	9.381278
Cebus imitator	-84.582888	9.781317
Caluromys derbianus	-84.825736	10.759781
Sciurus variegatoides	-84.607192	9.820078
Melanomys caliginosus	-83.563891	9.832104
Cuniculus paca	-83.991228	9.909045
Cebus imitator	-83.485049	8.872835
Alouatta palliata	-83.546198	10.477045
Sciurus granatensis	-84.167103	10.222259
Caluromys derbianus	-85.522927	10.221343
Nasua narica	-83.570964	8.540835
Alouatta palliata	-85.84624	10.333911
Sciurus variegatoides	-84.157173	9.980317
Nasua narica	-84.687303	10.501945
Bradypus variegatus	-83.589436	8.48022
Nasua narica	-84.809608	10.306323
Sciurus granatensis	-83.29319	8.378277
Sciurus granatensis	-83.563891	9.832104
Nasua narica	-84.450037	9.966347
Alouatta palliata	-85.177666	10.35238
Nasua narica	-83.412323	10.381791
Cebus imitator	-84.809372	10.307763
Cebus imitator	-83.28649	8.382933
Dasyprocta punctata	-84.145208	9.386477
Cebus imitator	-84.145971	9.383923
Saimiri oerstedii	-83.457611	8.551669
Choloepus hoffmanni	-84.82551	10.275459
Nasua narica	-83.59701	8.479654
Alouatta palliata	-84.514341	10.21153
Nasua narica	-84.172731	10.254023
Platyrrhinus vittatus	-84.808388	10.31908
Dasyprocta punctata	-84.816219	10.323927
Alouatta palliata	-84.069266	10.450369
Pecari tajacu	-83.879463	8.706614
Nasua narica	-84.832763	10.330206
Sciurus variegatoides	-84.069084	10.449135
Dasyprocta punctata	-84.651154	10.471553
Sciurus variegatoides	-83.753428	9.748917
Procyon lotor	-84.136988	9.392308
Alouatta palliata	-84.008003	10.444751
Dasyprocta punctata	-84.797244	10.303688
Cebus imitator	-82.820451	9.734915
Tamandua mexicana	-83.969774	9.344736
Cebus imitator	-83.720362	9.136693
Rhynchonycteris naso	-84.716606	11.007914
Cebus imitator	-84.146006	9.381284
Noctilio leporinus	-85.661265	11.06419
Dasyprocta punctata	-83.751522	9.784117
Saimiri oerstedii	-83.33242	8.487322
Bradypus variegatus	-84.651096	10.470684
Ateles geoffroyi	-84.026886	10.085085
Sciurus granatensis	-83.454923	8.442053
Alouatta palliata	-83.753428	9.748917
Bradypus variegatus	-83.66144	8.711883
Alouatta palliata	-84.02203	10.423267
Sciurus granatensis	-82.713288	9.637407
Nasua narica	-84.710328	10.438085
Eira barbara	-83.563891	9.832104
Eira barbara	-84.168572	10.223387
Cebus imitator	-82.815062	9.74337
Alouatta palliata	-82.707579	9.599701
Sciurus variegatoides	-83.503953	10.544296
Mazama temama	-84.793404	10.34532
Nasua narica	-82.815727999999993	9.747742
Saimiri oerstedii	-84.03475	9.227971
Bradypus variegatus	-84.150484	9.393203
Enchisthenes hartii	-83.602225	9.056391
Bradypus variegatus	-83.68969	8.692162
Saimiri oerstedii	-84.178206	9.226553
Cebus imitator	-85.741836	10.539958
Nasua narica	-83.390253	8.412348
Cebus imitator	-84.118103	10.415328
Choloepus hoffmanni	-84.221191	10.190594
Spilogale angustifrons	-85.675057	10.576067
Ateles geoffroyi	-84.716288	10.864409
Tapirella bairdii	-83.481015	8.578646
Bradypus variegatus	-84.158479	9.407883
Eira barbara	-83.113379	8.604062
Bradypus variegatus	-84.144588	9.3831
Bradypus variegatus	-84.155385	9.409262
Ateles geoffroyi	-84.60678	10.402676
Sciurus variegatoides	-85.257042	9.892364
Ateles geoffroyi	-83.421282	8.582104
Nasua narica	-83.578492	8.536208
Ateles geoffroyi	-84.414028	9.635737
Ateles geoffroyi	-83.932023	10.277796
Ateles geoffroyi	-83.543089	8.597703
Alouatta palliata	-83.750405	9.15502
Nasua narica	-84.809833	10.307885
Nasua narica	-84.753783	10.493508
Alouatta palliata	-83.676638	8.695253
Tapirella bairdii	-83.411831	8.519965
Alouatta palliata	-83.572998	8.542998
Nasua narica	-84.982819	10.713359
Didelphis marsupialis	-82.809482	9.685164
Dasyprocta punctata	-85.618218	10.83885
Cebus imitator	-84.144262	9.387883
Ateles geoffroyi	-85.274895	10.697591
Stenella attenuata	-85.991154	10.727291
Sphiggurus mexicanus	-84.824662	10.30411
Cebus imitator	-85.039452	10.713699
Ateles geoffroyi	-82.768007	9.684945
Dasyprocta punctata	-84.809315	10.305597
Alouatta palliata	-84.14162	9.383804
Nasua narica	-84.8205	10.317183
Saimiri oerstedii	-83.531448	8.458175
